Title,Year,Standardized Title
A Matter Of Exposure: Open Abdominal Surgeries Among General Surgery And Vascular Surgery Trainees,2016,a matter of exposure: open abdominal surgeries among general surgery and vascular surgery trainees
Thirty And Ninety Day Hospital Readmission After Outpatient Upper Extremity Hemodialysis Access Creation,2016,thirty and ninety day hospital readmission after outpatient upper extremity hemodialysis access creation
Caveolin-1 Mediates Arteriovenous Fistula Adaptation,2016,caveolin-1 mediates arteriovenous fistula adaptation
Contralateral Carotid Occlusion Is A Different Disease Than Carotid Stenosis,2016,contralateral carotid occlusion is a different disease than carotid stenosis
Factors Affecting Operative Time And Outcome Of Carotid Endarterectomy (CEA) In The Vascular Quality Initiative (VQI),2016,factors affecting operative time and outcome of carotid endarterectomy (cea) in the vascular quality initiative (vqi)
National Trends In Hospitalizations For Venous Thromboembolism,2016,national trends in hospitalizations for venous thromboembolism
A Retrospective Analysis Of Factors Influencing Outcomes Of Tibial DVT Management And The Use Of Anticoagulation,2016,a retrospective analysis of factors influencing outcomes of tibial dvt management and the use of anticoagulation
Resection Of Intravenous Leiomyomatosis Involving The Right Atrium And Entire Inferior Vena Cava,2016,resection of intravenous leiomyomatosis involving the right atrium and entire inferior vena cava
Trends In Surgical Bypass For Critical Limb Ischemia: A Thirty-Year Experience,2016,trends in surgical bypass for critical limb ischemia: a thirty-year experience
Predictors Of Delayed Aortic Repair In Uncomplicated Type B Aortic Dissection,2016,predictors of delayed aortic repair in uncomplicated type b aortic dissection
External Validation Of Vascular Study Group Of New England (VSGNE) Risk Predictive Model Of Mortality After Elective Abdominal Aorta Aneurysm Repair (EAR) In Vascular Quality Initiative (VQI) And Comparison Against Established Models,2016,external validation of vascular study group of new england (vsgne) risk predictive model of mortality after elective abdominal aorta aneurysm repair (ear) in vascular quality initiative (vqi) and comparison against established models
A Standardized 10 Step Approach To The Sizing And Planning Of A Fenestrated Endovascular Aortic Aneurysm Repair,2016,a standardized 10 step approach to the sizing and planning of a fenestrated endovascular aortic aneurysm repair
The BEST-CLI Trial Update,2016,the best-cli trial update
SVS Foundation & JVS Publications Update,2016,svs foundation & jvs publications update
Lower Extremity Peripheral Arterial Disease: A Perspective After 25 Years,2016,lower extremity peripheral arterial disease: a perspective after 25 years
Annual Healthcare Expenditures In Individuals With Peripheral Arterial Disease,2016,annual healthcare expenditures in individuals with peripheral arterial disease
Outcomes Of Fenestrated And Branched Endovascular Repair Of Complex Abdominal And Thoracoabdominal Aortic Aneurysms,2016,outcomes of fenestrated and branched endovascular repair of complex abdominal and thoracoabdominal aortic aneurysms
"The SVS Wound, Ischemia, Foot Infection (WIfI) Score Correlates With The Intensity Of Multimodal Limb Treatment And Patient-Centered Outcomes In Patients With Threatened Limbs Managed In A Limb Preservation Center",2016,"the svs wound, ischemia, foot infection (wifi) score correlates with the intensity of multimodal limb treatment and patient-centered outcomes in patients with threatened limbs managed in a limb preservation center"
A Modest Proposal ,2016,a modest proposal 
Radiation Exposure in the Operative Angio Theater ,2016,radiation exposure in the operative angio theater 
WOMEN IN VASCULAR SURGERY,2016,women in vascular surgery
Characterization Of Perioperative Contralateral Stroke After Carotid Endarterectomy,2016,characterization of perioperative contralateral stroke after carotid endarterectomy
Peroneal Artery Endovascular Revascularization Is An Effective Alternative To Open Bypass For Critical Limb Ischemia With Tissue Loss,2016,peroneal artery endovascular revascularization is an effective alternative to open bypass for critical limb ischemia with tissue loss
Impact Of Dual Antiplatelet Therapy On Superficial Femoral Artery Stent Patency In The Vascular Study Group Of New England,2016,impact of dual antiplatelet therapy on superficial femoral artery stent patency in the vascular study group of new england
Open Aortobifemoral Bypass Vs. Iliac Stenting With Ipsilateral Femoral Endarterectomy,2016,open aortobifemoral bypass vs. iliac stenting with ipsilateral femoral endarterectomy
Sex Differences In Patients Undergoing Carotid Endarterectomy And Stenting,2016,sex differences in patients undergoing carotid endarterectomy and stenting
Clinical Outcomes Of A Staged Approach To Axillo-Subclavian Deep Venous Thrombosis Caused By Thoracic Outlet Syndrome,2016,clinical outcomes of a staged approach to axillo-subclavian deep venous thrombosis caused by thoracic outlet syndrome
Disparities In Patient Selection - Presentation For Initial Vascular Procedure Between Black And White Patients,2016,disparities in patient selection - presentation for initial vascular procedure between black and white patients
The Effect Of AAA Diameter On Perioperative Outcomes And Mortality Following Elective EVAR In The Vascular Study Group Of New England,2016,the effect of aaa diameter on perioperative outcomes and mortality following elective evar in the vascular study group of new england
 Unique and Challenging Cases – What Would You Do? ,2016, unique and challenging cases – what would you do? 
Non-Invasive Vascular Laboratory,2015,non-invasive vascular laboratory
Setting Up A Mobile Vascular Lab To Service Satellite Hospitals - What Is Necessary And How Do You Make It Profitable,2015,setting up a mobile vascular lab to service satellite hospitals - what is necessary and how do you make it profitable
The Role Of Duplex For EVAR And FEVAR Follow-Up,2015,the role of duplex for evar and fevar follow-up
Does Duplex Play A Role In Surveillance For Dialysis Vascular Access And How Does It Guide Reintervention?,2015,does duplex play a role in surveillance for dialysis vascular access and how does it guide reintervention?
Quality Control In The Vascular Lab - Elevating All Technologist’s Performance To The Same Bar,2015,quality control in the vascular lab - elevating all technologist’s performance to the same bar
"Carotid Duplex - Beyond Velocities Alone (Plaque Morphology, Atypical Waveforms, Indicators Of Cardiac Disease, Acoustic Shadowing, Vulnerable Plaque Morphology)",2015,"carotid duplex - beyond velocities alone (plaque morphology, atypical waveforms, indicators of cardiac disease, acoustic shadowing, vulnerable plaque morphology)"
"Is IVUS Just A Technology Looking For A Home Or Does It Play An Important Role For Vascular Surgeons (IVC Filter Placement, Pioneer Re-Entry, Aortic Dissection, Venous Pathology)",2015,"is ivus just a technology looking for a home or does it play an important role for vascular surgeons (ivc filter placement, pioneer re-entry, aortic dissection, venous pathology)"
Does Outpatient Venous Center Accreditation Matter And What Are The Requirements For Certification? What Duplex Information Is Necessary To Guide Appropriate Open And Endovascular Treatment Of Patients With Symptomatic Varicose Veins?,2015,does outpatient venous center accreditation matter and what are the requirements for certification? what duplex information is necessary to guide appropriate open and endovascular treatment of patients with symptomatic varicose veins?
"How I Use My Vascular Laboratory Skills To Treat Patients – Large Bore Percutaneous Access And Closure, Pseudoaneurysm Injection, Duplex-Guided Procedures",2015,"how i use my vascular laboratory skills to treat patients – large bore percutaneous access and closure, pseudoaneurysm injection, duplex-guided procedures"
"Vascular Lab Coding: Past, Present And Future",2015,"vascular lab coding: past, present and future"
Five-Year Results Of The Valor 2 Trial Of The Medtronic Valiant Thoracic Stent Graft,2015,five-year results of the valor 2 trial of the medtronic valiant thoracic stent graft
Factors Affecting Sac Expansion After EVAR Using The Lombard Aorfix High Angulation Device,2015,factors affecting sac expansion after evar using the lombard aorfix high angulation device
"Presentation, Surgical Intervention And Long Term Survival In Patients With Marfan Syndrome",2015,"presentation, surgical intervention and long term survival in patients with marfan syndrome"
Simple Predictive Model Of Early Failure Among Patients Undergoing First Time Arteriovenous Fistula (AVF) Creation,2015,simple predictive model of early failure among patients undergoing first time arteriovenous fistula (avf) creation
Inflow Can Be Enough: A Limited Approach To Revascularization In Critical Limb Ischemia,2015,inflow can be enough: a limited approach to revascularization in critical limb ischemia
Survival Benefit Of Dual Versus Mono Antiplatelet Therapy In A Vascular Population,2015,survival benefit of dual versus mono antiplatelet therapy in a vascular population
Characteristics Of Provoked Deep Vein Thrombosis In A Tertiary Care Center,2015,characteristics of provoked deep vein thrombosis in a tertiary care center
Anatomic Characteristics Of Abdominal Aortic Aneurysms Presenting With Delayed Rupture Status Post EVAR,2015,anatomic characteristics of abdominal aortic aneurysms presenting with delayed rupture status post evar
An Intensive Surgical Skills And Simulation Course For Vascular Trainees Improves Procedural Knowledge And Self-Rated Procedural Competence,2015,an intensive surgical skills and simulation course for vascular trainees improves procedural knowledge and self-rated procedural competence
Carotid Endarterectomy With Retrograde Proximal Stenting: Not A Simple Solution,2015,carotid endarterectomy with retrograde proximal stenting: not a simple solution
Progression Of Moderate To Severe Carotid Disease,2015,progression of moderate to severe carotid disease
Distal Embolization During Lower Extremity Endovascular Interventions,2015,distal embolization during lower extremity endovascular interventions
The Impact Of Vascular Surgery Wound Complications On Quality Of Life,2015,the impact of vascular surgery wound complications on quality of life
Alternative Conduit For Infrageniculate Bypass In Patients With Critical Limb Ischemia,2015,alternative conduit for infrageniculate bypass in patients with critical limb ischemia
A Comparative Evaluation Of Risk Adjustment Models For Benchmarking Amputation-Free Survival After Lower Extremity Bypass,2015,a comparative evaluation of risk adjustment models for benchmarking amputation-free survival after lower extremity bypass
The BEST-CLI Trial: Our (One) Chance To Get It Right ,2015,the best-cli trial: our (one) chance to get it right 
Ensuring the Durability of Endovascular Aortic Repair ,2015,ensuring the durability of endovascular aortic repair 
Is Routine DVT Duplex Ultrasound Scanning (DUS) Necessary After Endovenous Ablation (EVA)?,2015,is routine dvt duplex ultrasound scanning (dus) necessary after endovenous ablation (eva)?
Vascular Fellow And Resident Experience Performing Infrapopliteal Revascularization With Endovascular Procedures And Vein Bypass Operations During Training,2015,vascular fellow and resident experience performing infrapopliteal revascularization with endovascular procedures and vein bypass operations during training
Perioperative And Long Term Impact Of Chronic Kidney Disease On Carotid Artery Interventions,2015,perioperative and long term impact of chronic kidney disease on carotid artery interventions
The Uncommon Denominator ,2015,the uncommon denominator 
The Impact of Medical Device Costs In Contemporary Vascular Surgery Practice ,2015,the impact of medical device costs in contemporary vascular surgery practice 
WOMEN IN VASCULAR SURGERY,2015,women in vascular surgery
Peripheral Arterial Disease Procedural Rates And Periprocedural Mortality Among Medicare Diabetics,2015,peripheral arterial disease procedural rates and periprocedural mortality among medicare diabetics
Frailty Index Predicts Survival After Above Knee Amputation,2015,frailty index predicts survival after above knee amputation
The Presentation And Management Of Gastroduodenal And Pancreaticoduodenal Artery Aneurysms,2015,the presentation and management of gastroduodenal and pancreaticoduodenal artery aneurysms
Case Report: Endovascular Repair Of An Internal Iliac Arteriovenous Fistula Secondary To Penetrating Trauma 20 Years Prior To Current Presentation,2015,case report: endovascular repair of an internal iliac arteriovenous fistula secondary to penetrating trauma 20 years prior to current presentation
Post-Operative Infections Are Associated With Increased Risk Of Cardiac Events In Vascular Patients,2015,post-operative infections are associated with increased risk of cardiac events in vascular patients
Similar Outcomes Of Open And Endovascular Repair For Complex Aortic Aneurysms,2015,similar outcomes of open and endovascular repair for complex aortic aneurysms
Regional Variation In Postoperative Myocardial Infarction Within The Vascular Quality Initiative,2015,regional variation in postoperative myocardial infarction within the vascular quality initiative
Determinants Of Follow-Up Failure In Patients Enrolled In The Vascular Study Group Of New England (VSGNE),2015,determinants of follow-up failure in patients enrolled in the vascular study group of new england (vsgne)
