Title,Year,Standardized Title
The Coagulation Cascade Profile of Peripheral Arterial Disease Patients: Initial Steps to Personalized Medicine,2019,the coagulation cascade profile of peripheral arterial disease patients: initial steps to personalized medicine
Characteristics of High Cost Inpatients with Peripheral Arterial Disease,2019,characteristics of high cost inpatients with peripheral arterial disease
Home Care Nursing After Elective Vascular Surgery: An Opportunity to Reduce Emergency Department Visits and Hospital Readmission,2019,home care nursing after elective vascular surgery: an opportunity to reduce emergency department visits and hospital readmission
"Development and Initial Evaluation of a Canadian, University-Affiliated, Multidisciplinary Limb-Preservation Clinic",2019,"development and initial evaluation of a canadian, university-affiliated, multidisciplinary limb-preservation clinic"
Combined Neuraxial and General Anaesthesia Significantly Improves Peri-Operative Outcomes Following Elective Open Abdominal Aortic Aneurysm Repair,2019,combined neuraxial and general anaesthesia significantly improves peri-operative outcomes following elective open abdominal aortic aneurysm repair
Safety and Effectiveness of Single Proglide Vascular Access in Patients Undergoing Endovascular Aneurysm Repair (EVAR),2019,safety and effectiveness of single proglide vascular access in patients undergoing endovascular aneurysm repair (evar)
Onyx is More Effective Than Coil Embolization for the Treatment of Type II Endoleaks,2019,onyx is more effective than coil embolization for the treatment of type ii endoleaks
"The Relationship Between Macrophages, MMP-12, IL-6, and Intraluminal Thrombus in Human Abdominal Aortic Aneurysms",2019,"the relationship between macrophages, mmp-12, il-6, and intraluminal thrombus in human abdominal aortic aneurysms"
Systematic review and meta-analysis of preventative strategies for acute kidney injury in patients undergoing elective abdominal aortic aneurysm repair,2019,systematic review and meta-analysis of preventative strategies for acute kidney injury in patients undergoing elective abdominal aortic aneurysm repair
Effective Post-EVAR Surveillance and Management of Graft Complications Amongst Rural Inhabitants in Manitoba,2019,effective post-evar surveillance and management of graft complications amongst rural inhabitants in manitoba
A Systematic Review And Meta-analysis Of Endovascular Juxtarenal Aortic Aneurysm Repair Demonstrates Lower Perioperative Mortality Compared To Open Repair,2019,a systematic review and meta-analysis of endovascular juxtarenal aortic aneurysm repair demonstrates lower perioperative mortality compared to open repair
Early And Late Population-based Thoracoabdominal Aortic Aneurysm Outcomes Following Endovascular And Open Repair,2019,early and late population-based thoracoabdominal aortic aneurysm outcomes following endovascular and open repair
Health Care Costs Of Endovascular Compared To Open Thoracoabdominal Aortic Aneurysm Repair,2019,health care costs of endovascular compared to open thoracoabdominal aortic aneurysm repair
Evaluation Of Aortic Zone 2 Landing Accuracy During Tevar Following Carotid-subclavian Revascularization,2019,evaluation of aortic zone 2 landing accuracy during tevar following carotid-subclavian revascularization
Local And Regional Management Variation After Acute Type B Aortic Dissection Accompanies Regional Disparities In Post Dissection Mortality In Ontario,2019,local and regional management variation after acute type b aortic dissection accompanies regional disparities in post dissection mortality in ontario
Impact Of Thoracic Endovascular Aortic Repair Timing On Aortic Remodeling In Type B Aortic Intramural Hematoma,2019,impact of thoracic endovascular aortic repair timing on aortic remodeling in type b aortic intramural hematoma
Performance Assessment Of A Novel Steering Catheter For Crossing Peripheral Arterial Occlusions,2019,performance assessment of a novel steering catheter for crossing peripheral arterial occlusions
Association Between Hemodynamic Response And Reintervention Following Endovascular Revascularization For Atherosclerotic Peripheral Vascular Disease,2019,association between hemodynamic response and reintervention following endovascular revascularization for atherosclerotic peripheral vascular disease
Concomitant Iliac Endovascular Procedure Does Not Adversely Affect Outcomes During Lower Extremity Infrainguinal Bypass,2019,concomitant iliac endovascular procedure does not adversely affect outcomes during lower extremity infrainguinal bypass
Type Of Anesthesia For Lower Extremity Arterial Revascularization Surgery: A Population-based Comparative Effectiveness Study,2019,type of anesthesia for lower extremity arterial revascularization surgery: a population-based comparative effectiveness study
40 years of Carotid Surgery trials - how do they influence practice?,2019,40 years of carotid surgery trials - how do they influence practice?
Future Demands For Vascular Care: A Census-based Analysis,2019,future demands for vascular care: a census-based analysis
Medicolegal Claims In Vascular Surgery In Canada From 2009-2018,2019,medicolegal claims in vascular surgery in canada from 2009-2018
Discrepancies In Research Productivity Among Canadian Surgical Specialties,2019,discrepancies in research productivity among canadian surgical specialties
The Physical Toll Of Working In Operating Rooms: A Survey Of The Canadian Society Of Vascular Surgery,2019,the physical toll of working in operating rooms: a survey of the canadian society of vascular surgery
Incidence Of Diagnostic Error In Peripheral Vascular Disease Among Primary Care Physicians,2019,incidence of diagnostic error in peripheral vascular disease among primary care physicians
Population-based Long-term Outcomes Of Open Versus Endovascular Aortic Repair Of Ruptured Abdominal Aortic Aneurysms,2019,population-based long-term outcomes of open versus endovascular aortic repair of ruptured abdominal aortic aneurysms
A Systematic Review And Meta-analysis Of The Long-term Outcomes Of Endovascular Versus Open Repair Of Abdominal Aortic Aneurysm,2019,a systematic review and meta-analysis of the long-term outcomes of endovascular versus open repair of abdominal aortic aneurysm
Association Between Prosthetic Graft Infections And Postoperative Procedures After Aortic Repair: A Retrospective Cohort Study,2019,association between prosthetic graft infections and postoperative procedures after aortic repair: a retrospective cohort study
The Correlation Of Regional Health Care Utilization And Rates Of Amputation Due To Diabetes And Peripheral Arterial Disease,2019,the correlation of regional health care utilization and rates of amputation due to diabetes and peripheral arterial disease
Platelet Function Analyzer - An Effective Tool In Predicting Aspirin Sensitivity In Patients With Peripheral Artery Disease,2019,platelet function analyzer - an effective tool in predicting aspirin sensitivity in patients with peripheral artery disease
The Development And Validation Of A Simulated Competency Assessment In Diabetic Wound Management,2019,the development and validation of a simulated competency assessment in diabetic wound management
Do Initial Radiographic Results Of Atherectomy Predict Requirement For Reintervention?,2019,do initial radiographic results of atherectomy predict requirement for reintervention?
Pharmacologic Leg Pain: An Unrecognized Cause Of Claudication,2019,pharmacologic leg pain: an unrecognized cause of claudication
Autologous Stem Cell Treatment For Cli Patients With No Revascularization Options: An Update Of The Hemostemix Acp-01 Trial With 4.5 Year Follow Up,2019,autologous stem cell treatment for cli patients with no revascularization options: an update of the hemostemix acp-01 trial with 4.5 year follow up
Risk Factors For Surgical Site Infection After Lower Extremity Arterial Revascularization Surgery: A Systematic Review And Meta-analysis,2019,risk factors for surgical site infection after lower extremity arterial revascularization surgery: a systematic review and meta-analysis
Pulsed And Heated Perfusion In A Human Cadaveric Model: A Reliable And Reproducible Devide For Improving Endovascular Skills,2019,pulsed and heated perfusion in a human cadaveric model: a reliable and reproducible devide for improving endovascular skills
Remote Video-based Assessment Of Open Vascular Skills,2019,remote video-based assessment of open vascular skills
The Burden Of Academic Spam,2019,the burden of academic spam
Malnutrition And Mortality In Frail And Non-frail Older Adults Undergoing Interventions For Peripheral Arterial Disease,2019,malnutrition and mortality in frail and non-frail older adults undergoing interventions for peripheral arterial disease
Development And Endovascular Optical Imaging Of A Porcine Model Of Advanced Atherosclerosis,2019,development and endovascular optical imaging of a porcine model of advanced atherosclerosis
Exploring The Utility Of Brain Natriuretic Peptide Measurement In Vascular Surgery,2019,exploring the utility of brain natriuretic peptide measurement in vascular surgery
Optimizing Preoperative Cardiac Risk Stratification For Aortic Surgery,2019,optimizing preoperative cardiac risk stratification for aortic surgery
Evaluating The Role Of Preoperative Medicine Consults On Clinical Outcomes In Vascular Surgery Patients,2019,evaluating the role of preoperative medicine consults on clinical outcomes in vascular surgery patients
A Shared Decision Making Approach To Prescribing Asa + Anticoagulant Management In Peripheral Artery Disease: The Role Of A Vascular Profile,2019,a shared decision making approach to prescribing asa + anticoagulant management in peripheral artery disease: the role of a vascular profile
Endovenous Deep Vein Valve Creation For The Treatment Of Chronic Venous Insufficiency,2019,endovenous deep vein valve creation for the treatment of chronic venous insufficiency
Comparison Of Endovenous Interventions Versus Stripping And Ligation For Varicose Veins Arising From The Popliteal Fossa,2019,comparison of endovenous interventions versus stripping and ligation for varicose veins arising from the popliteal fossa
Radiographic And Functional Outcomes Of Vascular Thoracic Outlet Decompressive Surgery: Is There A Benefit?,2019,radiographic and functional outcomes of vascular thoracic outlet decompressive surgery: is there a benefit?
Functional Durability Of Hemodialysis Access,2019,functional durability of hemodialysis access
Risk Factors And Outcomes Of Revisions On Arteriovenous Hemodialysis Access,2019,risk factors and outcomes of revisions on arteriovenous hemodialysis access
Active Limb Warming During Endovascular Therapy For Peripheral Vascular Disease,2019,active limb warming during endovascular therapy for peripheral vascular disease
Development Of An Infrared Imaging Catheter For Guidance Of Complex Endovascular Interventions,2019,development of an infrared imaging catheter for guidance of complex endovascular interventions
Cost Effectiveness Analysis Of Endovascular Aortic Aneurysm Repair As An Outpatient Surgical Procedure,2019,cost effectiveness analysis of endovascular aortic aneurysm repair as an outpatient surgical procedure
Does carotid surgery prevent dementia?,2019,does carotid surgery prevent dementia?
The Coagulation Cascade Profile Of Peripheral Arterial Disease Patients: Initial Steps To Personalized Medicine,2019,the coagulation cascade profile of peripheral arterial disease patients: initial steps to personalized medicine
Characteristics Of High Cost Inpatients With Peripheral Arterial Disease,2019,characteristics of high cost inpatients with peripheral arterial disease
Home Care Nursing After Elective Vascular Surgery: An Opportunity To Reduce Emergency Department Visits And Hospital Readmission,2019,home care nursing after elective vascular surgery: an opportunity to reduce emergency department visits and hospital readmission
"Development And Initial Evaluation Of A Canadian, University-affiliated, Multidisciplinary Limb-preservation Clinic",2019,"development and initial evaluation of a canadian, university-affiliated, multidisciplinary limb-preservation clinic"
Combined Neuraxial And General Anaesthesia Significantly Improves Peri-operative Outcomes Following Elective Open Abdominal Aortic Aneurysm Repair,2019,combined neuraxial and general anaesthesia significantly improves peri-operative outcomes following elective open abdominal aortic aneurysm repair
Safety And Effectiveness Of Single Proglide Vascular Access In Patients Undergoing Endovascular Aneurysm Repair (evar),2019,safety and effectiveness of single proglide vascular access in patients undergoing endovascular aneurysm repair (evar)
Onyx Is More Effective Than Coil Embolization For The Treatment Of Type Ii Endoleaks,2019,onyx is more effective than coil embolization for the treatment of type ii endoleaks
"The Relationship Between Macrophages, Mmp-12, Il-6, And Intraluminal Thrombus In Human Abdominal Aortic Aneurysms",2019,"the relationship between macrophages, mmp-12, il-6, and intraluminal thrombus in human abdominal aortic aneurysms"
Systematic Review And Meta-analysis Of Preventative Strategies For Acute Kidney Injury In Patients Undergoing Elective Abdominal Aortic Aneurysm Repair,2019,systematic review and meta-analysis of preventative strategies for acute kidney injury in patients undergoing elective abdominal aortic aneurysm repair
Effective Post-evar Surveillance And Management Of Graft Complications Amongst Rural Inhabitants In Manitoba,2019,effective post-evar surveillance and management of graft complications amongst rural inhabitants in manitoba
Rivaroxaban plus aspirin versus standard dual antiplatelet therapy following Angioplasty for Lower extremity Peripheral Arterial Disease in patients with critical limb ischemia and claudication (RIVAL-PAD)- 12-month results of a randomized trial,2018,rivaroxaban plus aspirin versus standard dual antiplatelet therapy following angioplasty for lower extremity peripheral arterial disease in patients with critical limb ischemia and claudication (rival-pad)- 12-month results of a randomized trial
Everolimus Drug-Eluting Stents are Associated with Improved Outcomes for the Treatment of Infrainguinal Bypass Graft Stenoses,2018,everolimus drug-eluting stents are associated with improved outcomes for the treatment of infrainguinal bypass graft stenoses
Frailty Assessment in Older Adults Undergoing Interventions for Peripheral Arterial Disease,2018,frailty assessment in older adults undergoing interventions for peripheral arterial disease
Geographic Variation in the Rates of Amputations Across Ontario: A Blueprint For Improvement,2018,geographic variation in the rates of amputations across ontario: a blueprint for improvement
Status of Cardiac Markers in patients with Peripheral Arterial Disease and Critical Limb Ischemia,2018,status of cardiac markers in patients with peripheral arterial disease and critical limb ischemia
Role of Drug-Coated Balloons in Femoro-Popliteal Disease in TASC Types C & D Patients,2018,role of drug-coated balloons in femoro-popliteal disease in tasc types c & d patients
Endovascular treatment of thoracoabdominal aortic aneurysms using branched and fenestrated grafts: Single-Centre experience,2018,endovascular treatment of thoracoabdominal aortic aneurysms using branched and fenestrated grafts: single-centre experience
In situ laser fenestration for arch branch revascularization during emergent thoracic endovascular aortic repair: Effective and durable,2018,in situ laser fenestration for arch branch revascularization during emergent thoracic endovascular aortic repair: effective and durable
Knowing When Not To Intervene: A Systematic Review of Non-operative Management in Blunt Thoracic Aortic Injury,2018,knowing when not to intervene: a systematic review of non-operative management in blunt thoracic aortic injury
The Influence of Surgical Technique on Device Rotation and Fenestration Alignment in Advanced Endovascular Aneurysm Repair,2018,the influence of surgical technique on device rotation and fenestration alignment in advanced endovascular aneurysm repair
Quality Improvement in Timing and Delivery of Carotid Endarterectomies at The Ottawa Hospital: Is the Pendulum Swinging Too Far?,2018,quality improvement in timing and delivery of carotid endarterectomies at the ottawa hospital: is the pendulum swinging too far?
"Transforming practice: Using a systems-based, multidisciplinary approach to achieve a 600% reduction in early symptomatic carotid revascularization referral and treatment",2018,"transforming practice: using a systems-based, multidisciplinary approach to achieve a 600% reduction in early symptomatic carotid revascularization referral and treatment"
Ultrasound Surveillance Following Carotid Endarterectomy: Prudent or Pointless? ,2018,ultrasound surveillance following carotid endarterectomy: prudent or pointless? 
Impact of Statins on Clinical Outcomes After Carotid Endarterectomy and Stenting: A Population-Based Cohort Study,2018,impact of statins on clinical outcomes after carotid endarterectomy and stenting: a population-based cohort study
Carotid endarterectomy after systemic thrombolysis in stroke patients : a retrospective comparative analysis,2018,carotid endarterectomy after systemic thrombolysis in stroke patients : a retrospective comparative analysis
Early Experience with the INCRAFT Device,2018,early experience with the incraft device
A Prospective Cohort Study of a Same Day Discharge Percutaneous Endovascular Aneurysm Repair Pathway,2018,a prospective cohort study of a same day discharge percutaneous endovascular aneurysm repair pathway
Percutaneous Approach To Endovascular Aortic Aneurysm Repair: A Cost-Minimization Study,2018,percutaneous approach to endovascular aortic aneurysm repair: a cost-minimization study
Long term survival after EVAR and open repair in patients with anatomy outside EVAR IFU criteria,2018,long term survival after evar and open repair in patients with anatomy outside evar ifu criteria
The Futility of Surveillance for Old and Small Aneurysms,2018,the futility of surveillance for old and small aneurysms
Current risk estimation models underestimate significance of perioperative factors in predicting mortality following elective abdominal aortic surgeries,2018,current risk estimation models underestimate significance of perioperative factors in predicting mortality following elective abdominal aortic surgeries
Long-Term Outcomes Comparing Endovascular and Open Abdominal Aortic Aneurysm Repair in Octogenerians,2018,long-term outcomes comparing endovascular and open abdominal aortic aneurysm repair in octogenerians
Impact of declining Institutional Memory on adverse events following Open Aneurysm Repair,2018,impact of declining institutional memory on adverse events following open aneurysm repair
Surgically Positioned Paravertebral Catheters and Post-Operative Analgesia after Open Abdominal Aortic Aneurysm Repair,2018,surgically positioned paravertebral catheters and post-operative analgesia after open abdominal aortic aneurysm repair
Ultrasound-guided Cyanoacrylate Injection for the Treatment of Incompetent Perforator Veins,2018,ultrasound-guided cyanoacrylate injection for the treatment of incompetent perforator veins
Non-tumescent versus tumescent based endovenous therapies for patients with saphenofemoral reflux and varicose veins – A meta-analysis,2018,non-tumescent versus tumescent based endovenous therapies for patients with saphenofemoral reflux and varicose veins – a meta-analysis
IVC Filter Removal after Extended Implantation Periods,2018,ivc filter removal after extended implantation periods
Are Demographics Affecting Vascular Surgery Volumes? A Province Wide Perspective,2018,are demographics affecting vascular surgery volumes? a province wide perspective
Improving Critical Discharge Medication Adherence:A Vascular Quality Improvement (VQI) Initiative,2018,improving critical discharge medication adherence:a vascular quality improvement (vqi) initiative
Engineering the Educational Experience (E3): Creating a Genuine Clinical Experience for Trainee Learning and Assessment,2018,engineering the educational experience (e3): creating a genuine clinical experience for trainee learning and assessment
Vascular Interventions in Head and Neck Cancer Patients: Guidelines for Best Practice,2018,vascular interventions in head and neck cancer patients: guidelines for best practice
Impaired angiogenesis and wound healing in a tissue-engineered skin made with diabetic patients-derived fibroblasts and keratinocytes,2018,impaired angiogenesis and wound healing in a tissue-engineered skin made with diabetic patients-derived fibroblasts and keratinocytes
Preoperative Anemia has Gender Based Differences in Immediate Postoperative Mortality ,2018,preoperative anemia has gender based differences in immediate postoperative mortality 
Persistent Opioid Use Following Vascular Surgery ,2018,persistent opioid use following vascular surgery 
Arteriovenous fistula remains the best hemodialysis access choice for some elderly patients,2018,arteriovenous fistula remains the best hemodialysis access choice for some elderly patients
Composite self-expanding bioresorbable stents with reinforced compression performance: a computational and experimental investigation,2018,composite self-expanding bioresorbable stents with reinforced compression performance: a computational and experimental investigation
Lower Limb Amputations in Patients With Diabetes and Peripheral Artery Disease: A Time-Series Analysis of Trends 2005-2016,2018,lower limb amputations in patients with diabetes and peripheral artery disease: a time-series analysis of trends 2005-2016
Identification of Circulating Micro-RNA Profile in Patients with Peripheral Artery Disease and Critical Limb Ischemia,2018,identification of circulating micro-rna profile in patients with peripheral artery disease and critical limb ischemia
"Postoperative Delirium: The Impact of Pre-Operative Cognitive Impairment, Type of Vascular Procedure and Cost Implications",2018,"postoperative delirium: the impact of pre-operative cognitive impairment, type of vascular procedure and cost implications"
Deformation Characteristics of Venous Stents: A Comparative Assessment,2018,deformation characteristics of venous stents: a comparative assessment
Prolonged versus Brief Balloon Inflation for Arterial Angioplasty,2018,prolonged versus brief balloon inflation for arterial angioplasty
AAA Anatomic Severity grading score: Identifying anatomic attributes that best predict EVAR outcomes,2018,aaa anatomic severity grading score: identifying anatomic attributes that best predict evar outcomes
In Situ Tissue Engineering Oriented PLA/PCL Composite Vascular Graft (cVG) – Design and Characterization,2018,in situ tissue engineering oriented pla/pcl composite vascular graft (cvg) – design and characterization
The Contribution of 30-Day Readmissions to the Soaring Costs of Care for the Diabetic Foot,2018,the contribution of 30-day readmissions to the soaring costs of care for the diabetic foot
Prospective evaluation of postoperative urinary retention in EVAR patients: an interim analysis of a novel Vascular Quality Initiative project,2018,prospective evaluation of postoperative urinary retention in evar patients: an interim analysis of a novel vascular quality initiative project
The use of growth factors for the treatment of chronic venous leg ulcers: a systematic review and meta-analysis,2018,the use of growth factors for the treatment of chronic venous leg ulcers: a systematic review and meta-analysis
Ankle-brachial index measurement with an automated oscillometric blood pressure cuff: Bringing the ABI back to the bedside,2018,ankle-brachial index measurement with an automated oscillometric blood pressure cuff: bringing the abi back to the bedside
The Feasibility and Accuracy of Automated Blood Pressure Cuff Ankle-Brachial Indices Measurements in Outpatients’ Screening,2018,the feasibility and accuracy of automated blood pressure cuff ankle-brachial indices measurements in outpatients’ screening
Age and Sex Stratified Trends in Elective and Ruptured Abdominal Aortic Aneurysm Repair from 2003 to 2016,2018,age and sex stratified trends in elective and ruptured abdominal aortic aneurysm repair from 2003 to 2016
Carotid Endarterectomy in the Elderly: The McGill Experience,2018,carotid endarterectomy in the elderly: the mcgill experience
Optimization of the in situ laser fenestration of stent-graft: in vitro studies,2018,optimization of the in situ laser fenestration of stent-graft: in vitro studies
A Comparison of Duplex Findings Two Years Following Cyanoacrylate Embolization versus Endovenous Laser Ablation of the Greater Saphenous Vein,2018,a comparison of duplex findings two years following cyanoacrylate embolization versus endovenous laser ablation of the greater saphenous vein
In Vitro Fatigue Evaluation of Chimney EVAR – A Case Study,2018,in vitro fatigue evaluation of chimney evar – a case study
Acute and Chronic Renal Dysfunction Post Open and Endovascular Abdominal Aortic Aneurysm Repair,2018,acute and chronic renal dysfunction post open and endovascular abdominal aortic aneurysm repair
Rivaroxaban Plus Aspirin Versus Standard Dual Antiplatelet Therapy Following Angioplasty For Lower Extremity Peripheral Arterial Disease In Patients With Critical Limb Ischemia And Claudication (rival-pad) - 12 Month Results Of A Randomized Trial,2018,rivaroxaban plus aspirin versus standard dual antiplatelet therapy following angioplasty for lower extremity peripheral arterial disease in patients with critical limb ischemia and claudication (rival-pad) - 12 month results of a randomized trial
Everolimus Drug-eluting Stents Are Associated With Improved Outcomes For The Treatment Of Infrainguinal Bypass Graft Stenosis,2018,everolimus drug-eluting stents are associated with improved outcomes for the treatment of infrainguinal bypass graft stenosis
Frailty Assessment In Older Adults Undergoing Interventions For Peripheral Arterial Disease,2018,frailty assessment in older adults undergoing interventions for peripheral arterial disease
Geographic Variation In The Rates Of Amputations Across Ontario: A Blueprint For Improvement,2018,geographic variation in the rates of amputations across ontario: a blueprint for improvement
Status Of Cardiac Markers In Patients With Peripheral Arterial Disease And Critical Limb Ischemia,2018,status of cardiac markers in patients with peripheral arterial disease and critical limb ischemia
Role Of Drug-coated Balloons In Femoro-poplitheal Disease In Tasc Types C&d Patients,2018,role of drug-coated balloons in femoro-poplitheal disease in tasc types c&d patients
Endovascular Treatment Of Thoraco Abdominal Aortic Aneurysms Using Branched And Fenestrated Grafts: Single-centre Experience,2018,endovascular treatment of thoraco abdominal aortic aneurysms using branched and fenestrated grafts: single-centre experience
In-situ Laser Fenestration For Arch Branch Revascularization During Emergent Thoracic Endovascular Aortic Repair: Effective And Durable,2018,in-situ laser fenestration for arch branch revascularization during emergent thoracic endovascular aortic repair: effective and durable
Knowing When Not To Intervene: A Systematic Review Of Non-operative Management In Blunt Thoracic Aortic Injury,2018,knowing when not to intervene: a systematic review of non-operative management in blunt thoracic aortic injury
The Influence Of Surgical Technique On Device Rotation And Fenestration Alignment In Advanced Endovascular Aneurysm Repair,2018,the influence of surgical technique on device rotation and fenestration alignment in advanced endovascular aneurysm repair
The Other Guy's Toolkit,2018,the other guy's toolkit
Quality Improvements In Timing And Delivery Of Carotid Endarterectomies At The Ottawa Hospital: Is The Pendulum Swinging Too Far?,2018,quality improvements in timing and delivery of carotid endarterectomies at the ottawa hospital: is the pendulum swinging too far?
"Transforming Practice: Using A Systems-based, Multidisciplinary Approach To Achieve A 600% Reduction In Early Symptomatic Carotid Revascularization Referral And Treatment",2018,"transforming practice: using a systems-based, multidisciplinary approach to achieve a 600% reduction in early symptomatic carotid revascularization referral and treatment"
Ultrasound Surveillance Following Carotid Endarterectomy: Prudent Or Pointless?,2018,ultrasound surveillance following carotid endarterectomy: prudent or pointless?
Impact Of Statins On Clinical Outcomes After Carotid Endarterectomy And Stenting: A Population-based Cohort Study,2018,impact of statins on clinical outcomes after carotid endarterectomy and stenting: a population-based cohort study
Carotid Endarterectomy After Systemic Thrombolysis In Stroke Patients: A Retrospective Comparative Analysis,2018,carotid endarterectomy after systemic thrombolysis in stroke patients: a retrospective comparative analysis
Arteriovenous Fistula Remains The Best Hemodialysis Access Choice For Some Elderly Patients,2018,arteriovenous fistula remains the best hemodialysis access choice for some elderly patients
Composite Self-expanding Bioresorbable Stents With Reinforced Compression Performance: A Computational And Experimental Investigation,2018,composite self-expanding bioresorbable stents with reinforced compression performance: a computational and experimental investigation
Lower Limb Amputations In Patients With Diabetes And Peripheral Artery Disease: A Time-series Analysis Of Trends 2005-2016,2018,lower limb amputations in patients with diabetes and peripheral artery disease: a time-series analysis of trends 2005-2016
Identification Of Circulating Micro-rna Profile In Patients With Peripheral Artery Disease And Critical Limb Ischemia,2018,identification of circulating micro-rna profile in patients with peripheral artery disease and critical limb ischemia
"Postoperative Delirium: The Impact Of Pre-operative Cognitive Impairment, Type Of Vascular Procedure And Cost Implications",2018,"postoperative delirium: the impact of pre-operative cognitive impairment, type of vascular procedure and cost implications"
Deformation Characteristics Of Venous Stents: A Comparative Assessment,2018,deformation characteristics of venous stents: a comparative assessment
Prolonged Versus Brief Balloon Inflation For Arterial Angioplasty,2018,prolonged versus brief balloon inflation for arterial angioplasty
Aaa Anatomic Severity Grading Score: Identifying Anatomic Attributes That Best Predict Evar Outcomes,2018,aaa anatomic severity grading score: identifying anatomic attributes that best predict evar outcomes
In-situ Tissue Engineering Oriented Pla/pcl Composite Vascular Graft (cvg)-design And Characterization,2018,in-situ tissue engineering oriented pla/pcl composite vascular graft (cvg)-design and characterization
The Contribution Of 30-day Readmissions To The Soaring Costs Of Care For The Diabetic Foot,2018,the contribution of 30-day readmissions to the soaring costs of care for the diabetic foot
Prospective Evaluation Of Postoperative Urinary Retention In Evar Patients: An Interim Analysis Of A Novel Vascular Quality Initiative Project,2018,prospective evaluation of postoperative urinary retention in evar patients: an interim analysis of a novel vascular quality initiative project
The Use Of Growth Factors For The Treatment Of Chronic Venous Leg Ulcers: A Systematic Review And Meta-analysis,2018,the use of growth factors for the treatment of chronic venous leg ulcers: a systematic review and meta-analysis
Ankle-brachial Index Measurement With An Automated Oscillometric Blood Pressure Cuff: Bringing The Abi Back To The Bedside,2018,ankle-brachial index measurement with an automated oscillometric blood pressure cuff: bringing the abi back to the bedside
The Feasibility And Accuracy Of Automated Blood Pressure Cuff Ankle-brachial Indices Measurements In Outpatients' Screening,2018,the feasibility and accuracy of automated blood pressure cuff ankle-brachial indices measurements in outpatients' screening
Age And Sex Stratified Trends In Elective And Ruptured Abdominal Aortic Aneurysm Repair From 2003 To 2016,2018,age and sex stratified trends in elective and ruptured abdominal aortic aneurysm repair from 2003 to 2016
Carotid Endarterectomy In The Elderly: The Mcgill Experience,2018,carotid endarterectomy in the elderly: the mcgill experience
Optimization Of The In Situ Laser Fenestration Of Stent-graft: In Vitro Studies,2018,optimization of the in situ laser fenestration of stent-graft: in vitro studies
A Comparison Of Duplex Findings Two Years Following Cyanoacrylate Embolization Versus Endovenous Laser Ablation Of The Greater Saphenous Vein,2018,a comparison of duplex findings two years following cyanoacrylate embolization versus endovenous laser ablation of the greater saphenous vein
In Vitro Fatigue Evaluation Of Chimney Evar - A Case Study,2018,in vitro fatigue evaluation of chimney evar - a case study
Acute And Chronic Renal Dysfunction Post Open And Endovascular Abdominal Aortic Aneurysm Repair,2018,acute and chronic renal dysfunction post open and endovascular abdominal aortic aneurysm repair
Early Experience With The Incraft Device,2018,early experience with the incraft device
A Prospective Cohort Study Of A Same Day Discharge Percutaneous Endovascular Aneurysm Repair Pathway,2018,a prospective cohort study of a same day discharge percutaneous endovascular aneurysm repair pathway
Percutaneous Approach To Endovascular Aortic Aneurysm Repair: A Cost-minimization Study,2018,percutaneous approach to endovascular aortic aneurysm repair: a cost-minimization study
Long-term Survival After Evar And Open Repair In Patients With Anatomy Outside Evar Ifu Criteria,2018,long-term survival after evar and open repair in patients with anatomy outside evar ifu criteria
The Futility Of Surveillance For Old And Small Aneurysms,2018,the futility of surveillance for old and small aneurysms
Current Risk Estimation Models Underestimate Significance Of Perioperative Factors In Predicating Mortality Following Elective Abdominal Aortic Surgeries,2018,current risk estimation models underestimate significance of perioperative factors in predicating mortality following elective abdominal aortic surgeries
Long-term Outcomes Comparing Endovascular And Open Abdominal Aortic Aneurysm Repair In Octogenerians,2018,long-term outcomes comparing endovascular and open abdominal aortic aneurysm repair in octogenerians
Impact Of Declining Institutional Memory On Adverse Events Following Open Aneurysm Repair,2018,impact of declining institutional memory on adverse events following open aneurysm repair
Surgically Positioned Paravertebral Catheters And Post-operative Analgesia After Open Abdominal Aortic Aneurysm Repair,2018,surgically positioned paravertebral catheters and post-operative analgesia after open abdominal aortic aneurysm repair
Trans Cranial Doppler - Ultimate Monitor for Arch Interventions,2018,trans cranial doppler - ultimate monitor for arch interventions
Ultrasound Guided Cyanoacrylate Injection For The Treatment Of Incompetent Perforator Veins,2018,ultrasound guided cyanoacrylate injection for the treatment of incompetent perforator veins
Non-tumescent Versus Tumescent Based Endovenous Therapies For Patients With Saphenofemoral Reflux And Varicose Veins,2018,non-tumescent versus tumescent based endovenous therapies for patients with saphenofemoral reflux and varicose veins
Ivc Filter Removal After Extended Implantation Periods,2018,ivc filter removal after extended implantation periods
Are Demographics Affecting Vascular Surgery Volumes? A Province Wide Perspective,2018,are demographics affecting vascular surgery volumes? a province wide perspective
Improving Critical Discharge Medication Adherence: A Vascular Quality Improvement (vqi) Initiative,2018,improving critical discharge medication adherence: a vascular quality improvement (vqi) initiative
Engineering The Educational Experience (e3): Creating A Genuine Clinical Experience For Trainee Learning And Assessment,2018,engineering the educational experience (e3): creating a genuine clinical experience for trainee learning and assessment
Vascular Interventions In Head And Neck Cancer Patients: Guidelines For Best Practice,2018,vascular interventions in head and neck cancer patients: guidelines for best practice
Impaired Angiogenesis And Wound Healing In A Tissue-engineered Skin Made With Diabetic Patients-derived Fibroblasts And Keratinocytes,2018,impaired angiogenesis and wound healing in a tissue-engineered skin made with diabetic patients-derived fibroblasts and keratinocytes
