Title,Year,Standardized Title
Palliative Care and the Vascular Patient,2018,effectiveness of carotid intervention for long-term stroke prevention: a cohort study in a large integrated health system
Medical and Surgical Management,2018,operative management of large shamblin iii carotid body tumor
Coordination of Care,2018,"gender, race and ethnic disparities in early revascularization for symptomatic carotid disease in texas hospitals"
Interesting Cases: Acute Ischemia,2018,results from a prospective real-world multicenter clinical practice of cas using the cguard embolic prevention system: the ironguard 2 study
Panel Discussion,2018,carotid endarterectomy is associated with post-operative neurocognitive improvement in both symptomatic and asymptomatic patients
Medical and Surgical Management,2018,ct angiogram area stenosis calculations overestimate the degree of carotid stenosis
Care Coordination,2018,the role for surgical coaching to enhance wellness
Surgical Planning and Operative Management,2018,institutional wellness initiatives
Interesting Case,2018,government/policy challenges and initiatives
Interesting Case 1: Patient with Multiple Endovascular Aortic Aneurysm Repairs S/P Ruptured AAA in 2013 with Now Continuous Aneurysm Growth and Proceeding with Open AA Repair and Explanation of the Stent Graft,2018,industry session 5: tcar: protection from stroke and so much more
"Interesting Case 2: Management of Type A and Type B Aortic Dissections, Penetrating Aortic Ulcers and Hybrid Approaches to Surgical Repairs for Aortic Aneurysm",2018,long-term symptom improvement and health-related quality of life after operative management of median arcuate ligament syndrome
A2: Ask the Expert: Aortic Care for Occlusive Disease,2018,significance of prior endovascular intervention on contemporary outcomes of open mesenteric revascularization
The Vascular Surgery Board (VSB) and the American Board of Surgery (ABS): Partnership for Change,2018,surgeon experience is more important than volume in predicting better outcomes for lower extremity bypass in contemporary practice
What Your Vascular Surgery Board is Doing for You: The Direction of the New Expanded Vascular Surgery Board,2018,free tissue transfer using end-to-side arterial anastomosis for limb salvage in patients with lower extremity arterial disease
Redesigning MOC to Become Lifelong Learning,2018,racial and regional disparities in the prevalence of peripheral artery disease and diabetes and amputation rates among medicare patients
"Lifelong Learning and the Abolition of MOC: Learning, not Testing, to Ensure Vascular Surgical Excellence in the Management of Circulatory Disease",2018,long-term outcomes of popliteal endovascular aneurysm repair (pevar) depend on runoff and extent of popliteal coverage
Neurophysiological Changes Impacting Hand Function After Arteriovenous Hemodialysis Fistula Placement,2018,long term patency of open and endovascular internal iliac artery revascularization for atherosclerotic occlusive disease
Efficacy of Surgical Correction of Dialysis Access Steal Syndrome,2018,business aspect of spine exposure
Tapered Arteriovenous Grafts Do Not Provide Significant Advantage over Non-tapered Grafts in Upper Extremity Dialysis Access,2018,different exposure approaches
Association of Opioid Abuse and Peripheral Arterial Disease,2018,how to avoid intraoperative and postoperative complications
Exercise Transcutaneous Oxygen Pressure (ExTcPO2) Measurement Is a Reliable Method of Evaluation of Internal Iliac Artery Flow Compromise,2018,lessons learned from challenging and unique cases
Translational Arterial Biomechanics: Pushing on Arteries That Push Back,2018,temporary vascular shunt utilization in civilian extremity vascular injury
Financial Impact of Implementing Care Delivery Redesign Initiatives for Vascular Surgery in a Hospital Setting,2018,novel application of artificial intelligence algorithms to develop a predictive model for major adverse neurological events in patients with carotid atherosclerosis
Clinical Impact of a Wound Care Center on a Vascular Surgery Practice,2018,the cost of care and medicare reimbursement for patients with carotid artery occlusive disease varies based on the type of carotid intervention chosen
TCAR Clinical Trial Results Including DW-MRI and TCD Analysis,2018,unique characteristics of the type b aortic dissection patients with malperfusion in the vascular quality initiative
"Vascular Live Presentation, Sponsored by Silk Road Medical",2018,stanford type a aortic dissection presenting with acute lower extremity limb ischemia: outcomes and role of revascularization
TCAR vs CEA in VQI Dataset: Real World Data Supports TCAR as Less Invasive Option for Patient at Risk For CEA,2018,snare-assisted tevar for redirection of a false lumen elephant trunk
"Transcarotid Artery Revascularization Procedure, Toolset, Training and Credentialing",2018,the rise of ruptured abdominal aortic aneurysm after an endovascular repair: the start of an epidemic?
"Vascular Live Presentation, TCAR:  Latest Stroke Prevention Data Signals Standard of Care Potential in Carotid, Sponsored by Silk Road Medical",2018,results of the first national continuous certification assessment in vascular surgery
Politics 101: The Legislative Process,2018,venous outcomes of the detour system: 1-year results
Politics 102: Healthcare Policy Stakeholders and Political Priorities,2018,standard vs. ultrasound-assisted thrombolysis for submassive pulmonary embolism
Politics 103: How Lobbying Works,2018,"evar for large abdominal aortic aneurysms is associated with higher late reinterventions, ruptures and mortality"
Politics 104: Making Your Voice Heard,2018,"special session: assuring quality in vascular surgical care: the future of center, program and surgeon accreditation"
DOACs in the Vascular Patient Population and Effect on Graft/Stent Patency,2018,"the vascular center verification and quality improvement program: the svs/acs partnership to ensure quality, cost effectiveness and ethical vascular practice"
Peri-procedural Anticoagulation (Bridging) and Emergency Reversal of DOACs,2018,the future of vascular training program accreditation from the acgme perspective
State-of-the-Art Lipid Management for the Cardiovascular Patient - What a Vascular Surgeon Needs to Know,2018,"future perspectives on vascular surgeon certification: epas, simulation-based testing and continuous certification"
Newest Anti-Platelet Agents and Their Use in PAD,2018,"accreditations, certifications & registries: a public reporting perspective"
Chronicled Changes in Medical/Surgical Practice for Practitioners in the 21st Century,2018,american board of vascular surgery: the abvs vision for vascular surgeon accreditation
The Hidden Costs of Physician Burnout: Person and Patient,2018,accreditation for vs training programs
Protecting the Individual: Interventions to Enhance Individual Physician Well-Being,2018,registry education: venous stent
Physician Burnout: What is it and Why? Effective Strategies to Combat Physician Burnout,2018,registry education: hemodialysis access
A Societal Call to Action: How Can We Improve Physician Wellness?,2018,management of great vessel injury – traumatic and iatrogenic injuries
Foot Amputations,2018,management of great vessel occlusive disease - open and endovascular
Methods of Conventional Amputation,2018,surgical management of connective tissue disorders and arteritis of the great vessels and carotid
Amputation Innovations,2018,technical aspects of the high carotid lesion – tips and tricks for safe outcomes
Rehabilitation Considerations after Amputation,2018,across the border debate: aggressive surgical treatment of asymptomatic carotid disease - the american approach is the best
Endogenous Danger Signals and Recovery from Ischemic Muscle Disease,2018,across the border debate: highly selective treatment of asymptomatic carotid disease - the canadian approach is the best
Novel Oral Anticoagulants Are Increasingly Utilized After Infrainguinal Bypass but Are Not Associated with Improved Long-term Graft and Limb-related Outcomes in Comparison to Warfarin,2018,management of blunt thoracic aortic injury: grade 2 thoracic aortic injuries should all undergo endovascular repair
High Plateletcrit Is Associated with Early Loss of Patency After Open and Endovascular Interventions for Chronic Limb Ischemia,2018,management of blunt thoracic aortic injury: grade 2 thoracic aortic injuries can all be safely managed with medical therapy
"Using the Society for Vascular Surgery Wound, Ischemia, and Foot Infection (WIfI) Classification as a Tool to Identify Patients Most Likely to Benefit from Revascularization",2018,endovascular and surgical management of abdominal aortic/ivc injury
SVS WIFi Does Not Predict Clinical Efficacy of Conservative Treatment in Select Patients with Peripheral Arterial Disease and Tissue Loss,2018,"reboa – currently available devices, indications and complications"
Pedal Exploration of Angiographically Non-Visualized Arteries for Extreme Limb Salvage,2018,"management of popliteal and tibial artery injuries: timing, predictors of outcome and role of endovascular therapies"
Contemporary Outcomes of Infra-popliteal Atherectomy vs Balloon Angioplasty Alone for Critical Limb Ischemia at a Tertiary Care Teaching Institution,2018,endovascular vs open repair of upper extremity arterial injury: no need for incisions
Increasing the Supply of Vascular Surgeons to Meet the Rising Demand for Vascular Service: Are We Doing Enough?,2018,endovascular vs. open repair of upper extremity arterial injury: you better review your anatomy
Short-Term Preoperative Protein-Restriction Attenuates Vein Graft Disease Via Induction of Endothelial Cystathionine gamma-lyase,2018,guidelines for ivc filter placement in trauma patients
"Treating Lower Limb Disease with Supera: Tips, Tricks and Cases",2018,management of commonly encountered pediatric vascular injuries
Impact of Provider Characteristics on Utilization of Endovenous Ablation Procedures in Medicare Beneficiaries,2018,management of blast injuries and high-velocity gunshot injuries
Safety and Performance of the Veniti VICI Venous Stent in Patients with Venous Outflow Obstructions: Results from the Arnsberg Venous Registry,2018,mass casualty management
Complex Removal of IVC Filter and Caval Leiomyoma,2018,case-based: central line complications
Foam Sclerotherapy for Low-Flow Vascular Malformations Is Safe and Effective in Children,2018,case-based: abdominal complications
Trends in Inferior Vena Cava Filter Placement and Retrieval at a Tertiary Care Institution,2018,case-based: orthopedic complications
Looking Forward through the Past: Changing Me to We in the Evolution of Team-Based Vascular Care,2018,case-based: cardiology complications
"Vascular Live Presentation, Sponsored by BD formerly Bard Peripheral Vascular",2018,comparative study of clinical outcomes of post-intervention good versus poor pedal runoff  in successful infrapopliteal angioplasty
Updated 12-Month Interim Results of the Lutonix BTK Global Registry Trial,2018,angiographic patterns at the ankle and foot level in patients with critical limb-threatening ischemia correlate with healing of transmetatarsal amputation
Interim 24-Month Results of the Lutonix AV Trial: A Randomized Trial of DCBs in Hemodialysis Arteriovenous Fistulae,2018,prospective randomised controlled trial comparing drug-eluting vs conventional balloon angioplasty below the knee in critical limb ischemia - 6-month results
Downstream Coating Effects of Various DCBs,2018,risk factors for postoperative hypotension and associated outcomes after carotid artery stenting
Overview & Update of SVS Process for Development of Clinical Practice Guidelines & Reporting Standards,2018,a predictive score for perioperative complications following carotid endarterectomy performed in asymptomatic patients
"Clinical Practice Guidelines for Thoracic Endovascular Aneurysm Repair for Thoracic Aortic Aneurysms, Including Acute Aortic Syndromes and Trauma",2018,the development and evolution of a robotic surgical technique in the treatment of thoracic outlet syndrome
Guidelines for the Care of Patients with Chronic Mesenteric Ischemia,2018,early renal function alterations in renal branches versus renal fenestrations
Reporting Standards for Endovascular Repair of Complex Aortic Aneurysms Using Fenestrated and Branched Stent-Grafts,2018,results of a new retroperitoneal approach for abdominal aortic aneurysm repair: results of a new retroperitoneal approach for abdominal aortic aneurysm repair
Clinical Practice Guidelines for Endovascular Repair of Complex Aortic Aneurysms Involving the Paravisceral Aorta,2018,a cost-effective non-invasive protocol to prevent type ii endoleak following endovascular abdominal aortic aneurysm repair
Improving Metrics in Clinical Practice: The Value of APPs to a Vascular Practice,2018,in situ laser stent-graft fenestration of the left subclavian artery for thoracic endovascular repair of type b aortic dissection
There's an APP for That: Workforce and Community Practice Experience,2018,initial experience of a pre-curved fenestrated/branched convertible endograft for aortic arch lesions
"National and International Trends in the Use of APPs, PAs in Surgery and Outcome Data",2018,aortic remodeling after hybrid aortic arch repair of chronic residual type a aortic dissection
Improving Metrics via Team-Based Care: The Wake Forest Baptist Health Experience,2018,open repair of juxtarenal abdominal aortic aneurysms is durable with preservation of renal function
"Influence of APPs - MIPS and “Throughput” of Patients, Value/Quality/Financial Benefit and APPs",2018,early cannulation grafts - is their use justified?
Funny You Should Ask: What Advanced Practice Providers Bring to the Table,2018,the proximity of superficial epigastric vein to saphenofemoral junction is associated with endovenous heat-induced thrombosis after radiofrequency ablation for varicose veins
How Advanced Practice Clinicians Can Add Value to Your Practice,2018,safety and efficacy of radial access for the management of endovascular trauma
"Driving Outcomes: University of Maryland Advanced Practice Providers Target Preventable Complications, Length of Stay and Readmissions",2018,laparotomy and groin-associated complications are common after aortofemoral bypass and contribute to high rates of reintervention
A3: Ask the Expert: Hemodialysis Access,2018,twenty-year national trends in peripheral vascular procedures among medicare patients
Type A Aortic Dissection with Malperfusion: Initial Management from the Cardiac Surgeon Perspective,2018,improved survival and amputation-free survival with angiotensin converting enzyme inhibitors (acei) in patients undergoing endovascular interventions (evi) for critical limb ischemia (cli)
Type A Aortic Dissection with Persistent Malperfusion Following Repair: Vascular Surgery Options,2018,a comprehensive evaluation of lifestyle and social factors related to peripheral artery disease events in a large longitudinal study
Hybrid Options for Treatment of Aortic Arch Lesions,2018,"national assessment of availability, awareness, and utilization of supervised exercise therapy for peripheral artery disease in patients with intermittent claudication"
Total Endovascular Options for Treatment of Aortic Arch Lesions,2018,strategies to reduce wound complications in below-knee amputation
Thoracoabdominal Aneurysm: Pearls for Successful Open Repair,2018,medicare reimbursement of lower extremity bypass does not cover cost of care for most patients with critical limb ischemia
Endovascular Thoracoabdominal Aorta Aneurysm Repair,2018,"incidence, classification, and risk factors of endovenous glue-induced thrombosis after cyanoacrylate closure of varicose vein"
The VQI Carotid Artery Stenting Stroke/Death Risk Score,2018,regenerative peripheral nerve interfaces for the mitigation of post-amputation neuromas
Risk of Insulin-Dependent Diabetes Mellitus in Patients Undergoing Carotid Endarterectomy,2018,development of operative autonomy in vascular surgery training: when do trainees and program directors agree and disagree?
Open Repair of Right Subclavian Artery Aneurysm,2018,digital footprint of vascular surgery training programs in the united states and canada
The Incidence of Carotid In-Stent Stenosis Is Under-estimated:  Is It ≥50% or ≥80% and Its Clinical Implications,2018,is it worth it? distal revascularization and interval ligation for management of dialysis access steal syndrome
TransCarotid Artery Revascularization (TCAR) vs. Transfemoral Carotid Artery Stenting (TFCAS) in the SVS Vascular Quality Initiative,2018,"men with history of retention, diabetes and advanced age are at high risk for urinary retention after carotid endarterectomy"
The Association Between Shear Rate and Symptomatic Carotid Disease Is a Better Predictor Than Velocity or Diameter in Severe Carotid Stenosis,2018,"age and outcomes after transcarotid artery revascularization (tcar), transfemoral carotid artery stenting (tf-cas) and carotid endarterectomy (cea)"
Carotid-Carotid Transposition,2018,natural history of non-operative management in asymptomatic patients with moderate-severe internal carotid artery stenosis by duplex criteria
The Impact of Pre-Operative Cognitive Impairment and Type of Vascular Surgery on Postoperative Delirium and Cost Implications,2018,platelet activation measurements to predict the occurrence of peroperative solid micro-emboli during carotid endarterectomy
The Development and Clinical Experience of Bioengineered Human Blood Vessels for Vascular Access and Arterial Repair,2018,frailty as measured by the risk analysis index predicts long-term death after carotid endarterectomy
Scarring Around Pacer Wires,2018,radiofrequency and laser ablation for superficial venous disease – still the gold standards?
Small Veins/Failure to Mature,2018,mechanical obliteration chemically-assisted ablation for superficial venous disease – latest results
Infection,2018,cyanoacrylate ablation – tips and tricks for optimal results
Fistula Aneurysms,2018,foam ablation for all venous reflux – what does the data show?
HeRO Grafts,2018,appropriate venous care – the role of vqi in 2019
Steal,2018,what you need to know about accrediting your vein center
Systems Management of AD: The Need for Truly Multidisciplinary Approach,2018,"perforator interventions – when, how and do they work?"
Aortic Dissection - A New Classification Scheme to Help Define Therapy,2018,venous ulcerations and iliac venous stenting – what are the svs/avf guidelines?
"Elephant Trunk Grafts for Dissections: Fresh, Frozen and Reverse",2018,the next generation iliac venous stents – how soon will they come?
Technical Tips: Dealing with the Proximal Entry Tear,2018,difficult ivc retrievals – tips and tricks
Endovascular Treatment of Visceral Branches during AD,2018,rheolytic thrombectomy & ultrasound-assisted thrombolysis following the attract trial
Dealing with Lower Extremity Complications of AD (after Type A and B),2018,current fda-approved mechanical thrombectomy devices
Growth of OEC and its National Implications to Quality of Care and Reimbursement,2018,"anterior open approach: when i do it, and tips for success"
Before You Start: Requirements for Clinical and Economic Success,2018,"rp open approach: when i do it, and tips for success"
Characteristics of the Physician and Practice that Should and Should Not Start an OEC,2018,"endovascular repair for the marginal neck: what are the options, and what works?"
Non-Vascular Interventions in the Office Setting,2018,"evar vs open in 2019 - what should we be doing, and for whom?"
Complications and How to Prepare/Deal with Them,2018,explantation and other open surgical options for failed evar
Overutilization and its Potential Reimbursement Impact,2018,complex open techniques: choosing clamping strategy
The Future for OIC Accreditation,2018,complex open techniques: techniques for reconstructing visceral vessels
A4: Ask the Expert: Peripheral Arterial Disease,2018,branched and fenestrated endovascular repair
Carotid Surveillance,2018,endovascular repair with parallel grafting
Surveillance Ultrasound After Renal or Mesenteric Open and Endovascular Intervention,2018,endovascular repair of iliac aneurysms with ibd
Endovascular Aneurysm Repair Surveillance in the Vascular Lab,2018,reconstructing combined aaa and iliac occlusive disease
Vascular Lab Surveillance After Endovascular Intervention,2018,open conduit options and selection
Vascular Lab Surveillance of Dialysis Access,2018,endo-conduit
Reimbursement for Initial and Surveillance Vascular Laboratory Tests,2018,"multiple renal arteries, horseshoe and pelvic kidney: open? endo? what is best?"
Building and Maintaining a Passion for Research as a Busy Clinician,2018,early- and long-term outcomes of hybrid technique for thoracic aortic pathologies involving aortic arch
Developing and Sustaining Collaborations with Basic Science Researchers,2018,the role of gender in carotid artery stenting: a single-centre experience
Supporting Translation by Initiating and Participating in Clinical Trials,2018,expansion of false lumen lead to rapid aortic enlargement in type b aortic dissection
Long Term Survival After EVAR and Open Repair in Patients with Anatomy Outside EVAR Indications for Use Criteria,2018,asa classification and age are highly significant predictors of ipsilateral stroke free survival in asymptomatic octogenarians with elective internal carotid endarterectomy
Long-term Advantage of Iliac Branch Devices over Flared Limbs in the Treatment of Common Iliac Aneurysms,2018,different techniques in endovascular treatment of obstructive aorto-iliac disease
Late Outcomes of Different Hypogastric Stent–grafts in Aorto-iliac Endografting with Iliac Branch Device. the pELVIS Registry,2018,the factors associated with postoperative ambulatory function after lower extremity bypass: the importance of wound severity of wifi classification
TEVAR with Stent-grafts Alone or with a Composite Device Design in Patients with Acute Type B Aortic Dissection in the Setting of Malperfusion,2018,"a comparative quantitative analysis of embolic filter debris load during carotid artery stenting, between open cell, closed cell and micromesh stents"
Inadequate Proximal Seal Length Predicts Complications After Endovascular Repair of Acute Type B Aortic Dissection,2018,twenty years of experience in vascular reconstructions associated with resection of malignant neoplasms in a single cancer center
The Fundamentals of Vascular Surgery: A 6-year Review of the First U.S. Dedicated Vascular Simulation Course,2018,range of ankle movements and foot arch measurements in patients with chronic venous disease
Perspectives and Perceived Needs of the Contemporary Vascular Surgery Trainee: Results of the National APDVS Trainee Survey,2018,review of serious complications from embolo-sclerotherapy of head and neck vascular malformations in a single specialist center
Real-Time Ergonomic Issues in Vascular Surgeons: How We Are Hurting Ourselves While Operating,2018,gender disparity and sexual harassment in vascular surgery practices
From Texas on the Tigris to Baghdad on the Bayou,2018,firearm injuries to the lower extremities are associated with higher risk of amputation and death compared to other lower extremity penetrating trauma
"Imaging in Two, Three, and Four Dimensions: A Common Trait of the Successful Medical Device Innovator",2018,transaxillary first rib resection for paget-schroetter syndrome: routine postoperative anticoagulation is unnecessary
A Contemporary 7-year Analysis of Vascular Injury from the War in Afghanistan,2018,reoperation for recurrent neurogenic thoracic outlet syndrome is effective in achieving symptomatic and functional improvement following surgical decompression
Femoral Vein Interposition Graft and Rectus Femoris Muscle Flap for Management of Infected Femoral Endarterectomy,2018,the long-term fate of renal and visceral vessel reconstruction after open thoracoabdominal aortic aneurysm repair
Perioperative Mortality and Morbidity Following Revascularization for Acute Aortic Occlusion,2018,risk of developing an abdominal aortic aneurysm after ectatic aorta detection after initial screening
The NAIS Procedure for Aortic Infections: Long-Term Outcomes from a Large Single-Center Experience,2018,the benefit of combined co2 automated angiography and fusion imaging in preserving perioperative renal function in fenestrated endografting
Aortic Stump Blow Out: An Unusual Cause,2018,an unusual case of renal vein entrapment syndrome
Surgical Management of Pediatric Mid-aortic Syndrome,2018,risk factors and safe contrast volume thresholds for acute renal failure after peripheral vascular interventions
Early and Late Outcomes of Surgical Management of Takayasu’s Arteritis – Four Decades of Experience,2018,the effect of left subclavian artery coverage and revascularization on postoperative stroke rate following endovascular repair of the thoracic aortic
BEST-CLI Nearly 2/3 Completed: What Will We Learn?,2018,imaging characteristics of acute type a aortic dissection and candidacy for repair with ascending aortic endografts
LIBERTY 360: Predictors of 18-Month Major Adverse Events after Endovascular Intervention in Patients with Symptomatic Lower Extremity Peripheral Artery Disease,2018,outcomes of onyx embolization of type ii endoleaks after endovascular repair of abdominal aortic aneurysm
Perioperative and Thirty-day Outcomes with a Next Generation Thoracic Endograft: Results from the Valiant EVO Global Clinical Trial,2018,effect of aneurysm sac size change following evar on long-term patient survival
One-year Results from the LUCY Study: A Prospective Multicenter Registry Comparing EVAR Outcomes in Women versus Men,2018,index and follow-up costs of endovascular abdominal aortic aneurysm repair from the endurant stent graft system post-approval study (engage pas)
Fully Percutaneous Bypass for Treatment of Long-Segment Femoropopliteal Disease: 12-Month Results from the DETOUR I Trial,2018,early- and mid-term results using sequential catheterization and stenting amid progressive deployment of the zenith t-branch device for branched endovascular aortic aneurysm repair
Asymptomatic Carotid Stenosis is Associated with Mobility and Cognitive Dysfunction and Heightened Fall Rates in Older Adults,2018,is the nutcracker syndrome the most important causative factor for pelvic congestion syndrome?
Gracilis Muscle Flap for Exposed Prosthetic Graft in the Groin of a Patient with Previous Sartorius Myoplasty,2018,are direct oral anticoagulants the final answer in management of deep vein thrombosis? an indian perspective
Explant of Infected TEVAR with In-Line Reconstruction,2018,intravenous laser treatment: experiences and challenges
59 Year-old Woman with Progressive Right Upper Extremity Exertional Fatigue,2018,management of critical limb ischemia: taking into account the classification of wifi in argentina
Inside-Out Approach to Central Venous Recanalization,2018,current status of clti treatment in japan: the role and training program of distal bypass
Cervical Debranching for Aortic Arch Reconstruction,2018,perfusion measurements are important during vascular and endovascular procedures
Endovascular Retrieval of an Inferior Vena Cava Filter and Fragment,2018,why a reinvigoration of cas is justified by better embolic protection and newer mesh-covered stents: optical coherence tomography proves it
Aortic Arch Branch Reconstruction for Multi-vessel Atherosclerotic Disease,2018,a series of forty extra-cranial carotid aneurysms: surgical and endovascular treatment
Surgical Repair of a Retropancreatic Portal Vein Aneurysm with Pancreatic Preservation,2018,the efforts of tsvs to rebuild the surgical competence of surgeons in this evar era
Carotid-Axillary Bypass,2018,"long-term outcomes of evar are worse than open repair: improvement, and rendering the nice guidance obsolete"
Two-Staged Open Surgical Approach for Aorto-Esophageal Fistula,2018,update on local wound care for venous stasis disease
The RPVI Test,2018,vascular intervention for venous disease - deep
Ultrasound Physics and Vascular Test Interpretation - Registered Physician Vascular Interpretation Examination Review,2018,is lymphedema playing a role? surgical intervention for lymphedema?
Ultrasound Physics,2018,key components of a multidisciplinary limb preservation team
Basic Ultrasound Interpretation,2018,timing of surgical intervention for the diabetic foot: who goes first?
Cerebrovascular,2018,emerging wound care technology – stem cell therapy
Abdominal,2018,"the role of hyperbaric oxygen therapy – when to use it, and who qualifies?"
Peripheral Duplex,2018,current considerations on partial foot and lower limb amputation levels
Peripheral Physiologic,2018,does frailty have a role in patient selection for limb salvage?
Deep Venous,2018,vascular intervention for venous disease - superficial
Venous Insufficiency,2018,debate 1: what to do when single-segment gsv is unavailable? ptfe/dvp
Mid-term Outcomes in Patients undergoing Endovascular Repair of Thoracic Aortic Aneurysms using the Bolton RelayPlus Thoracic Stent Graft,2018,debate 1: what to do when single-segment gsv is unavailable? arm vein/spliced vein
Cantos Antiinflammatory Therapy with Canakinumab for Atherosclerotic Disease,2018,debate 2: amputation: early amputation is associated with improved functional outcome compared to prolonged wound care
Efficacy and Safety of Extracranial Vein Angioplasty in Multiple Sclerosis: A Randomized Clinical Trial,2018,debate 2: amputation: kick the can down the road - few patients ambulate after a major amputation
Acute Venous Thrombosis: Thrombus Removal With Adjunctive Catheter-Directed Thrombolysis (ATTRACT),2018,debate 3: interventions for tibial ctos - endo
Comparative Clinical Effectiveness and Cost Effectiveness of Endovascular Strategy v Open Repair for Ruptured Abdominal Aortic Aneurysm: Three Year Results of the IMPROVE Randomised Trial,2018,debate 3: interventions for tibial ctos - open
"Aortic Wall Inflammation Predicts Abdominal Aortic Aneurysm Expansion, Rupture, and Need for Surgical Repair",2018,carotid endarterectomy with patch closure is the gold standard
Carotid Stent Fractures are not Associated with Adverse Events: Results from the ACT 1 Multicenter Randomized Trial,2018,"eversion endarterectomy is safe, simple and durable"
2018 Guidelines for the Early Management of Patients With Acute Ischemic Stroke: A Guideline for Healthcare Professionals From the American Heart Association/American Stroke Association,2018,intraoperative evaluation of neurologic function and carotid patency
Association of Varicose Veins With Incident Venous Thromboembolism and Peripheral Artery Disease,2018,vertebral artery revascularization
COMPASS: Rivaroxaban with or without Aspirin in Stable Cardiovascular Disease,2018,"exposure, clamp location and renal reconstruction in complex suprarenal/thoraco-abdominal aortic pathologies"
Outcomes after Angiography with Sodium Bicarbonate and Acetylcysteine,2018,mesenteric bypass and visceral endarterectomy for occlusive disease
Updates and Troubleshooting in Dialysis Access,2017,in-situ bypass is preferable for lower extremity revascularization
Case 1 - Fistulas,2017,reversed saphenous vein conduit for bypass with angioscopy gives the best results
The RADAR and SLOT Techniques: Could Cimino be Wrong?,2017,"spliced vein techniques, alternative conduits and intraoperative assessment"
Percutaneous AV Fistula Creation: TVA and AVeno,2017,preoperative hba1c level as an independent predictor of peri-operative complications after revascularization in diabetic and non-diabetic critical limb ischemia patients
Uncommon Fistulas: When and How?,2017,modular attachment to surgical microscopes provides noninvasive real-time blood flow monitoring during vascular procedures
Pediatric Access,2017,impact of the society of vascular surgery international scholars program
Drug-Eluting Balloons for AV Fistula,2017,"dermabond and tegaderm, a better surgical incision dressing"
Case 2 - Fistulas,2017,outcomes of basilic vein transposition: challenges in an indian setting
Case 3 - Grafts,2017,"role of sequential compression biomechanical device (scbd) in patients with nonreconstuctable or failed revascularization critical limb ischemia: single center, prospective study"
Tissue Grafts: Are They Better than PTFE and When?,2017,outcomes of surgical management of chronic and acute thrombosis of popliteal artery aneurysms
Updates on AV Grafts,2017,comparative study of short-term clinical outcomes of single versus multiple infrapopliteal vessel angioplasty in critical limb ischemia in tertiary referral centre in india
HeRO Grafts: How Do They Fit into a Practice?,2017,clinical impact of significant carotid stenosis in patients undergoing trans-catheter aortic valve implantation (tavi)
Case 4 - Grafts,2017,family history and polygenic risk of cardiovascular disease: independent factors associated to secondary cardiovascular outcome in patients undergoing carotid endarterectomy
Case 5 - Complex Patients/Complications: Steal,2017,candy plug generation ii for false lumen occlusion in chronic aortic dissection: feasibility and early results
Patient Selection: The Right Procedure for the Right Patient,2017,haemorrhagic complications of two stages procedure for prevention of spinal cord ischemia in f/bevar for thoracoabdominal aneurysm
Best Management of Steal,2017,experience with unfavorable iliac access when performing f-bevar
Best Management of Infection,2017,a propensity-matched comparison of two commercially available iliac branched devices in patients with aorto-iliac aneurysms
Best Management of Fistula Aneurysms,2017,improved outcomes of tevar using fenestrated stent graft from zone 0 for challenging distal aortic arch aneurysms
Case 6 - Complex Patients/Complications: Aneurysms,2017,long-term outcomes of visceral and renal arteries in patients treated with branched/fenestrated endografts for complex abdominal aortic aneurysms
A Type I Endoleak: Now What?,2017,"outcomes of endovascular repair of abdominal aortic aneurysm using the ultra low profile ""incraft"" device: a retrospective multicenter study"
Complications Associated with Routine EVAR,2017,percutaneous pharmacomechanical thrombolectomy for acute mesenteric ischemia: results of a single centre retrospective analysis
Complications Associated with Routine EVAR,2017,acute and chronic complications of retained ivc filters: endovascular management
Appropriate Graft Selection Based on Aortic Anatomy and Graft Maldeployment,2017,my algorithm for technical success: endovascular retrieval of ivc filters
Intra-Operative Rupture (Aortic and Iliac),2017,open retrieval of ivc filters
Ischemic Complications,2017,"characterizing inflammation, coagulopathy, and associations with blood product resuscitation in ruptured aortic aneurysms"
Endograft Thrombosis and Migration,2017,a smartwatch technology-based exercise therapy for patients with intermittent claudication: the step-ic project
Type II Endoleaks: A Systematic Approach to Management,2017,the value of screening for high on treatment platelet reactivity in patients undergoing lower extremity arterial endovascular interventions
Aneurysmal Sac Growth Without Visible Endoleak,2017,interplay of the human microbiome and postoperative inflammation in chronic mesenteric ischemia
Aorto-Enteric Fistula/Endograft Explant,2017,fatty acid binding protein 3 (fabp3): a novel marker for peripheral arterial disease and critical limb ischemia
Real World Experience with Gore IBE for Treatment of Bilateral Common Iliac Artery Aneurysms,2017,validation of plateletcrit as a marker of platelet reactivity by comparing it with verify now reactivity assays
Real World Experience with Gore IBE for Treatment of Bilateral Common Iliac Artery Aneurysms,2017,role of provider feedback in home-based walking programs utilizing smart devices
Effect of Operator Specialty on the Outcomes of Carotid Artery Revascularization,2017,"satellite symposia: how active control takes tevar to the next level: introducing the gore tag conformable thoracic stent graft with active control system, sponsored by gore"
Effect of Operator Specialty on the Outcomes of Carotid Artery Revascularization,2017,emerging predictors of clinical outcomes with the vici venous stent
Quantitative Analysis and Predictors of Embolic Filter Debris Load During Carotid Artery Stenting in Asymptomatic Patients,2017,options for diagnosing and guiding venous interventions
Quantitative Analysis and Predictors of Embolic Filter Debris Load During Carotid Artery Stenting in Asymptomatic Patients,2017,challenging clinical cases in dvt and chronic venous disease
